Gender,Age,Religion,Attachment_religion,Living_arrangement,Living_with,Reason_for_living,Marital_status,Undergraduate_MSP,Financial_income,How_frequent,Source_of_income,Transactional_sex,Friends_engagement_in_MSP,MSP_in_school,Had_sexual_intercourse,Age_at_sexual_debut,Who_was_the_person,How_many_partners,age_group,agecat_of_sexual_intercourse,msp_kpi
Male,20,Islamic,Occasionally attends (less than or equal to twice in month),Off-campus,Friends/Roommates,Nil,Single,No,Greater-than #5000,Stable,Parent/relatives.,No,Many,Yes,Yes,18,Boyfriend/Girlfriend,One,22-26,Early,No
Male,22,Christianity,Occasionally attends (less than or equal to twice in month),Campus,Friends/Roommates,Nil,Single,No,Greater-than #5000,Stable,Labor,No,Few,No,Yes,19,Boyfriend/Girlfriend,One,22-26,Early,No
Male,22,Christianity,Occasionally attends (less than or equal to twice in month),Campus,Parent/relatives.,No reason,Single,Yes,Less-than #5000,Unstable,Parent/relatives.,No,Few,No,Yes,19,Boyfriend/Girlfriend,One,22-26,Early,No
Male,20,Christianity,Frequently attends (more than twice in a month),Campus,Friends/Roommates,Friends,Single,No,Greater-than #5000,Stable,Parent/relatives.,No,Few,No,No,,,,22-26,,No
Male,27,Christianity,Frequently attends (more than twice in a month),Campus,Friends/Roommates,To help interact with regards to help each other to improve in our academics,Single,Yes,Greater-than #5000,Unstable,Parent/relatives.,No,None,No,Yes,13,Boyfriend/Girlfriend,One,27and above,Early,No
Male,22,Christianity,Frequently attends (more than twice in a month),Off-campus,Alone.,I prefer living alone,Single,No,Greater-than #5000,Stable,Parent/relatives.,No,None,Yes,No,,,,22-26,,No
Male,19,Islamic,Frequently attends (more than twice in a month),Campus,Friends/Roommates,I prefer to stay with friends rather than being alone,Single,Yes,Greater-than #5000,Unstable,Labor,No,None,No,Yes,18,Boyfriend/Girlfriend,One,17-21,Early,No
Male,23,Christianity,Frequently attends (more than twice in a month),Campus,Parent/relatives.,My parents,Single,Yes,Greater-than #5000,Unstable,Parent/relatives.,No,None,Yes,Yes,11,Boyfriend/Girlfriend,One,22-26,Early,No
Male,22,Christianity,Occasionally attends (less than or equal to twice in month),Off-campus,Friends/Roommates,I had no choice,Single,No,Greater-than #5000,Stable,Parent/relatives.,No,Many,No,Yes,17,Boyfriend/Girlfriend,One,22-26,Early,No
Male,22,Christianity,Frequently attends (more than twice in a month),Off-campus,Friends/Roommates,Nothing,Single,No,Greater-than #5000,Unstable,Parent/relatives.,No,Few,Yes,No,,,,22-26,,No
Male,25,Islamic,Frequently attends (more than twice in a month),Campus,Friends/Roommates,Schooling,Single,No,Greater-than #5000,Unstable,Parent/relatives.,No,Many,Yes,No,,,,27and above,,No
Male,21,Christianity,Frequently attends (more than twice in a month),Campus,Parent/relatives.,I am still in school studying,Single,No,Greater-than #5000,Stable,Parent/relatives.,Yes,Many,Yes,No,,,,22-26,,No
Male,25,Christianity,Occasionally attends (less than or equal to twice in month),Off-campus,Alone.,Cause i have an apartment off k,Single,No,Greater-than #5000,Stable,Labor,Yes,Few,Yes,Yes,14,Boyfriend/Girlfriend,More than,27and above,Early,Yes
Male,32,Christianity,Frequently attends (more than twice in a month),Campus,Alone.,I can conveniently support myself,Single,No,Greater-than #5000,Stable,Labor,No,None,Yes,No,,,,27and above,,No
Male,21,Christianity,Frequently attends (more than twice in a month),Off-campus,Alone.,My personal reason,Single,No,Greater-than #5000,Stable,Labor,No,Few,Yes,Yes,15,Boyfriend/Girlfriend,One,22-26,Early,No
Male,23,Christianity,Frequently attends (more than twice in a month),Off-campus,Parent/relatives.,He is my brother,Single,No,Greater-than #5000,Stable,Parent/relatives.,Yes,Few,Yes,Yes,14,Boyfriend/Girlfriend,More than,22-26,Early,Yes
Male,21,Islamic,Frequently attends (more than twice in a month),Campus,Friends/Roommates,"We need to help ourselves, care & share love.",Single,Yes,Greater-than #5000,Unstable,Labor,No,None,No,No,,,,22-26,,No
Male,19,Christianity,Frequently attends (more than twice in a month),Campus,Friends/Roommates,I'm living with my roommate,Single,No,Greater-than #5000,Stable,Parent/relatives.,No,None,Yes,No,,,,17-21,,No
Male,22,Islamic,Frequently attends (more than twice in a month),Off-campus,Alone.,So my girlfriend can be free to come,Single,No,Greater-than #5000,Stable,Labor,No,Many,No,Yes,15,Boyfriend/Girlfriend,More than,22-26,Early,Yes
Male,19,Christianity,Frequently attends (more than twice in a month),Off-campus,Friends/Roommates,Because i feel like,Single,Yes,Less-than #5000,Unstable,Labor,No,Few,Yes,Yes,14,Boyfriend/Girlfriend,More than,17-21,Early,Yes
Male,19,Christianity,Frequently attends (more than twice in a month),Campus,Friends/Roommates,We became roommates,Single,No,Greater-than #5000,Unstable,Parent/relatives.,No,Few,No,No,,,,17-21,,No
Female,22,Christianity,Frequently attends (more than twice in a month),Campus,Parent/relatives.,She is my sister and i like company,Single,No,Greater-than #5000,Stable,Parent/relatives.,No,None,Yes,No,,,,22-26,,No
Male,30,Islamic,Frequently attends (more than twice in a month),Off-campus,Friends/Roommates,Is because of money,Single,Yes,Less-than #5000,Unstable,Parent/relatives.,No,None,Yes,Yes,28,Boyfriend/Girlfriend,One,27and above,Late,No
Male,23,Christianity,Frequently attends (more than twice in a month),Campus,Friends/Roommates,Conditions,Single,Yes,Greater-than #5000,Stable,Parent/relatives.,No,None,Yes,Yes,15,Boyfriend/Girlfriend,One,22-26,Early,No
Female,21,Christianity,Frequently attends (more than twice in a month),Campus,Friends/Roommates,Nil,Single,No,Greater-than #5000,Stable,Parent/relatives.,No,None,Yes,No,,,,22-26,,No
Female,20,Christianity,Frequently attends (more than twice in a month),Campus,Parent/relatives.,They are my parent,Single,No,Greater-than #5000,Unstable,Parent/relatives.,No,None,Yes,No,,,,22-26,,No
Female,20,Christianity,Frequently attends (more than twice in a month),Off-campus,Friends/Roommates,Because of school,Single,No,Less-than #5000,Unstable,Parent/relatives.,No,None,No,No,,,,22-26,,No
Female,29,Christianity,Frequently attends (more than twice in a month),Off-campus,Alone.,Privacy,Single,No,Greater-than #5000,Stable,Labor,No,Few,Yes,Yes,19,Boyfriend/Girlfriend,One,27and above,Early,No
Female,34,Christianity,Frequently attends (more than twice in a month),Off-campus,Alone.,Am mature enough to do,Married,No,Greater-than #5000,Stable,Labor,No,None,Yes,Yes,18,Boyfriend/Girlfriend,One,27and above,Early,No
Female,20,Christianity,Frequently attends (more than twice in a month),Off-campus,Alone.,No roommate yet till next semester,Single,No,Greater-than #5000,Stable,Parent/relatives.,Yes,Few,Yes,Yes,17,Boyfriend/Girlfriend,More than,22-26,Early,Yes
Female,20,Christianity,Frequently attends (more than twice in a month),Off-campus,Friends/Roommates,She''s my friend and  i can't live alone,Single,No,Greater-than #5000,Stable,Parent/relatives.,Yes,Many,Yes,Yes,19,Boyfriend/Girlfriend,One,22-26,Early,No
Male,22,Christianity,Occasionally attends (less than or equal to twice in month),Off-campus,Friends/Roommates,To save cost,Single,Yes,Greater-than #5000,Unstable,Labor,No,Few,No,Yes,16,Boyfriend/Girlfriend,More than,22-26,Early,Yes
Male,23,Islamic,Frequently attends (more than twice in a month),Campus,Parent/relatives.,Nil,Single,No,Greater-than #5000,Stable,Parent/relatives.,No,Many,No,No,,,,22-26,,No
Male,22,Christianity,Frequently attends (more than twice in a month),Off-campus,Friends/Roommates,He is my coursemate,Single,No,Greater-than #5000,Stable,Parent/relatives.,No,None,Yes,No,,,,22-26,,No
Female,20,Christianity,Occasionally attends (less than or equal to twice in month),Off-campus,Friends/Roommates,We collect house together,Single,No,Greater-than #5000,Unstable,Parent/relatives.,No,None,Yes,Yes,19,Boyfriend/Girlfriend,One,22-26,Early,No
Female,28,Christianity,Frequently attends (more than twice in a month),Off-campus,Alone.,I love my privacy,Married,No,Greater-than #5000,Stable,Parent/relatives.,No,Few,Yes,Yes,17,Boyfriend/Girlfriend,One,27and above,Early,No
Male,20,Christianity,Occasionally attends (less than or equal to twice in month),Off-campus,Alone.,Because i want to be alone,Married,No,Greater-than #5000,Stable,Labor,No,None,Yes,Yes,20,Spouse,One,22-26,Late,No
Female,27,Islamic,Frequently attends (more than twice in a month),Off-campus,Parent/relatives.,Because they are my parent,Single,No,Greater-than #5000,Stable,Parent/relatives.,Yes,Many,Yes,Yes,20,Boyfriend/Girlfriend,One,27and above,Late,No
Female,18,Islamic,Frequently attends (more than twice in a month),Campus,Friends/Roommates,I got space on campus,Single,No,Greater-than #5000,Stable,Parent/relatives.,Yes,Many,No,Yes,12,Boyfriend/Girlfriend,More than,17-21,Early,Yes
Female,19,Christianity,Occasionally attends (less than or equal to twice in month),Off-campus,Friends/Roommates,Because we are roommate,Single,No,Greater-than #5000,Stable,Parent/relatives.,No,Many,Yes,No,,,,17-21,,No
Female,19,Christianity,Occasionally attends (less than or equal to twice in month),Off-campus,Alone.,I'm living alone because i love and enjoy my space,Single,No,Greater-than #5000,Unstable,Parent/relatives.,No,Many,Yes,No,,,,17-21,,No
Male,22,Christianity,Occasionally attends (less than or equal to twice in month),Off-campus,Parent/relatives.,It is difficult to get space,Single,No,Greater-than #5000,Stable,Parent/relatives.,No,Many,Yes,Yes,13,Boyfriend/Girlfriend,One,22-26,Early,No
Male,29,Traditiona,Occasionally attends (less than or equal to twice in month),Campus,Friends/Roommates,Because i can't afford the rent alone,Single,No,Greater-than #5000,Stable,Labor,No,Few,Yes,No,,,,27and above,,No
Male,23,Christianity,Occasionally attends (less than or equal to twice in month),Off-campus,Parent/relatives.,Because they are my parent and they reside here,Single,No,Greater-than #5000,Stable,Labor,Yes,Many,No,Yes,14,Boyfriend/Girlfriend,More than,22-26,Early,Yes
Female,25,Christianity,Occasionally attends (less than or equal to twice in month),Off-campus,Friends/Roommates,Because we collected house together,Married,No,Greater-than #5000,Unstable,Parent/relatives.,No,None,Yes,Yes,24,Spouse,One,27and above,Late,No
Female,22,Christianity,Frequently attends (more than twice in a month),Off-campus,Alone.,None,Single,Yes,Greater-than #5000,Unstable,Labor,No,Few,Yes,Yes,18,Boyfriend/Girlfriend,One,22-26,Early,No
Female,19,Islamic,Occasionally attends (less than or equal to twice in month),Campus,Friends/Roommates,Best know to me,Single,No,Less-than #5000,Stable,Parent/relatives.,Yes,Few,Yes,Yes,15,Boyfriend/Girlfriend,More than,17-21,Early,Yes
Female,20,Islamic,Occasionally attends (less than or equal to twice in month),Campus,Alone.,For enjoyment,Single,Yes,Less-than #5000,Unstable,Labor,Yes,Many,Yes,Yes,18,Boyfriend/Girlfriend,More than,22-26,Early,Yes
Female,18,Christianity,Frequently attends (more than twice in a month),Campus,Friends/Roommates,It's school hostel,Married,Yes,Greater-than #5000,Unstable,Labor,No,None,Yes,Yes,18,Boyfriend/Girlfriend,More than,17-21,Early,Yes
Female,26,Christianity,Frequently attends (more than twice in a month),Campus,Friends/Roommates,Yes,Single,Yes,Less-than #5000,Unstable,Parent/relatives.,No,Many,Yes,Yes,18,Boyfriend/Girlfriend,More than,27and above,Early,Yes
Female,26,Christianity,Frequently attends (more than twice in a month),Campus,Friends/Roommates,Yes,Single,Yes,Less-than #5000,Unstable,Parent/relatives.,No,Many,Yes,Yes,18,Boyfriend/Girlfriend,More than,27and above,Early,Yes
Male,20,Christianity,Frequently attends (more than twice in a month),Campus,Friends/Roommates,Nil,Single,No,Greater-than #5000,Unstable,Parent/relatives.,Yes,None,No,No,,,,22-26,,No
Female,22,Christianity,Frequently attends (more than twice in a month),Campus,Alone.,Nothing,Single,No,Less-than #5000,Unstable,Parent/relatives.,No,None,No,No,,,,22-26,,No
Male,22,Islamic,Occasionally attends (less than or equal to twice in month),Off-campus,Parent/relatives.,They are my family,Single,No,Less-than #5000,Unstable,Parent/relatives.,No,None,No,No,,,,22-26,,No
Female,26,Christianity,Frequently attends (more than twice in a month),Off-campus,Alone.,Just like being alone,Single,No,Greater-than #5000,Stable,Parent/relatives.,Yes,Many,Yes,Yes,21,Boyfriend/Girlfriend,More than,27and above,Late,Yes
Male,25,Islamic,Frequently attends (more than twice in a month),Off-campus,Friends/Roommates,He is my friend,Single,No,Less-than #5000,Unstable,Parent/relatives.,No,Many,No,Yes,18,Boyfriend/Girlfriend,More than,27and above,Early,Yes
Female,27,Christianity,Frequently attends (more than twice in a month),Off-campus,Alone.,I love it,Single,No,Greater-than #5000,Unstable,Labor,Yes,Many,No,Yes,20,Boyfriend/Girlfriend,More than,27and above,Late,Yes
Female,24,Christianity,Frequently attends (more than twice in a month),Campus,Friends/Roommates,I love my roommate,Single,No,Less-than #5000,Stable,Labor,No,None,Yes,No,,,,22-26,,No
Male,21,Christianity,Frequently attends (more than twice in a month),Off-campus,Alone.,Just love it,Single,No,Less-than #5000,Unstable,Parent/relatives.,No,None,Yes,No,,,,22-26,,No
Female,25,Christianity,Frequently attends (more than twice in a month),Campus,Friends/Roommates,Safety,Single,No,Less-than #5000,Stable,Parent/relatives.,Yes,Many,Yes,Yes,20,Boyfriend/Girlfriend,More than,27and above,Late,Yes
Male,21,Traditiona,Occasionally attends (less than or equal to twice in month),Campus,Friends/Roommates,Love,Single,Yes,Greater-than #5000,Unstable,Parent/relatives.,No,Many,Yes,Yes,18,Boyfriend/Girlfriend,One,22-26,Early,No
Male,24,Islamic,Frequently attends (more than twice in a month),Off-campus,Alone.,For privacy,Single,No,Greater-than #5000,Unstable,Labor,Yes,Many,Yes,Yes,19,Boyfriend/Girlfriend,More than,22-26,Early,Yes
Male,28,Islamic,Frequently attends (more than twice in a month),Off-campus,Alone.,I love and want it,Single,No,Greater-than #5000,Stable,Labor,Yes,Many,No,Yes,20,Boyfriend/Girlfriend,More than,27and above,Late,Yes
Female,26,Christianity,Frequently attends (more than twice in a month),Campus,Friends/Roommates,Nil,Single,No,Greater-than #5000,Unstable,Parent/relatives.,No,Many,No,No,,,,27and above,,No
Female,20,Christianity,Frequently attends (more than twice in a month),Off-campus,Alone.,Privacy,Single,No,Less-than #5000,Unstable,Parent/relatives.,No,Few,Yes,Yes,19,Boyfriend/Girlfriend,More than,22-26,Early,Yes
Male,21,Islamic,Frequently attends (more than twice in a month),Off-campus,Alone.,Long story,Single,Yes,Less-than #5000,Unstable,Labor,No,Many,No,Yes,20,Boyfriend/Girlfriend,One,22-26,Late,No
Male,27,Christianity,Frequently attends (more than twice in a month),Off-campus,Parent/relatives.,Family,Single,No,Greater-than #5000,Stable,Labor,No,None,Yes,No,,,,27and above,,No
Female,19,Christianity,Frequently attends (more than twice in a month),Campus,Alone.,Privacy,Single,Yes,Greater-than #5000,Unstable,Labor,Yes,Few,Yes,Yes,12,Boyfriend/Girlfriend,More than,17-21,Early,Yes
Male,20,Christianity,Frequently attends (more than twice in a month),Campus,Friends/Roommates,We are brother,Single,No,Less-than #5000,Unstable,Parent/relatives.,Yes,Many,Yes,Yes,13,Boyfriend/Girlfriend,One,22-26,Early,No
Female,22,Christianity,Occasionally attends (less than or equal to twice in month),Campus,Friends/Roommates,School hostel rules,Single,No,Less-than #5000,Stable,Parent/relatives.,No,Few,No,No,,,,22-26,,No
Male,28,Islamic,Occasionally attends (less than or equal to twice in month),Off-campus,Spouse,Marriage,Married,Yes,Greater-than #5000,Stable,Labor,No,None,Yes,Yes,22,Boyfriend/Girlfriend,One,27and above,Late,No
Female,26,Christianity,Frequently attends (more than twice in a month),Campus,Friends/Roommates,School hostel setup,Single,No,Greater-than #5000,Stable,Parent/relatives.,No,Many,No,Yes,16,Boyfriend/Girlfriend,One,27and above,Early,No
Male,21,Islamic,Occasionally attends (less than or equal to twice in month),Off-campus,Alone.,Privacy,Single,No,Greater-than #5000,Unstable,Labor,Yes,None,No,Yes,17,Boyfriend/Girlfriend,One,22-26,Early,No
Male,25,Islamic,Frequently attends (more than twice in a month),Off-campus,Alone.,Independent,Single,No,Greater-than #5000,Stable,Labor,No,Many,No,Yes,19,Boyfriend/Girlfriend,More than,27and above,Early,Yes
Male,23,Christianity,Occasionally attends (less than or equal to twice in month),Campus,Friends/Roommates,Hostel,Single,Yes,Less-than #5000,Stable,Parent/relatives.,No,Few,No,Yes,20,Boyfriend/Girlfriend,One,22-26,Late,No
Male,25,Islamic,Frequently attends (more than twice in a month),Off-campus,Alone.,Independent,Single,No,Greater-than #5000,Stable,Labor,No,Many,No,Yes,19,Boyfriend/Girlfriend,More than,27and above,Early,Yes
Female,19,Christianity,Frequently attends (more than twice in a month),Campus,Friends/Roommates,Hostel,Single,Yes,Greater-than #5000,Stable,Parent/relatives.,No,Many,No,Yes,18,Boyfriend/Girlfriend,One,17-21,Early,No
Male,20,Islamic,Occasionally attends (less than or equal to twice in month),Off-campus,Friends/Roommates,Partnership,Single,No,Greater-than #5000,Stable,Labor,No,Many,No,Yes,18,Boyfriend/Girlfriend,More than,22-26,Early,Yes
Female,18,Islamic,Frequently attends (more than twice in a month),Off-campus,Friends/Roommates,Friendship,Single,No,Greater-than #5000,Stable,Parent/relatives.,No,None,Yes,No,,,,17-21,,No
Female,22,Christianity,Occasionally attends (less than or equal to twice in month),Off-campus,Alone.,Privacy,Single,Yes,Greater-than #5000,Unstable,Parent/relatives.,No,Many,No,Yes,20,Boyfriend/Girlfriend,One,22-26,Late,No
Male,19,Christianity,Frequently attends (more than twice in a month),Campus,Friends/Roommates,Hostel,Single,Yes,Less-than #5000,Stable,Parent/relatives.,No,Few,Yes,No,,,,17-21,,No
Female,20,Islamic,Frequently attends (more than twice in a month),Campus,Friends/Roommates,Companionship,Single,Yes,Greater-than #5000,Stable,Parent/relatives.,No,Many,No,Yes,19,Boyfriend/Girlfriend,More than,22-26,Early,Yes
Male,25,Christianity,Frequently attends (more than twice in a month),Campus,Friends/Roommates,Friendship,Single,Yes,Less-than #5000,Unstable,Labor,No,Many,Yes,Yes,20,Boyfriend/Girlfriend,One,27and above,Late,No
Male,22,Christianity,Frequently attends (more than twice in a month),Off-campus,Parent/relatives.,Parent,Single,Yes,Less-than #5000,Stable,Parent/relatives.,No,Few,No,Yes,18,Boyfriend/Girlfriend,More than,22-26,Early,Yes
Female,29,Traditiona,Occasionally attends (less than or equal to twice in month),Off-campus,Spouse,Marriage,Married,Yes,Greater-than #5000,Stable,Labor,No,Many,No,Yes,24,Spouse,One,27and above,Late,No
Male,22,Christianity,Occasionally attends (less than or equal to twice in month),Campus,Friends/Roommates,Hostel,Single,No,Greater-than #5000,Unstable,Parent/relatives.,No,Few,No,Yes,22,Boyfriend/Girlfriend,One,22-26,Late,No
Female,23,Islamic,Frequently attends (more than twice in a month),Campus,Friends/Roommates,Dependent,Single,No,Greater-than #5000,Unstable,Parent/relatives.,No,None,No,Yes,20,Boyfriend/Girlfriend,One,22-26,Late,No
Male,27,Christianity,Frequently attends (more than twice in a month),Off-campus,Parent/relatives.,Parenthood,Single,No,Greater-than #5000,Stable,Parent/relatives.,No,Many,No,Yes,22,Boyfriend/Girlfriend,One,27and above,Late,No
Male,19,Christianity,Frequently attends (more than twice in a month),Off-campus,Friends/Roommates,Friendship,Single,No,Less-than #5000,Stable,Parent/relatives.,No,Few,Yes,No,,,,17-21,,No
Female,22,Christianity,Frequently attends (more than twice in a month),Campus,Parent/relatives.,Depending,Single,No,Less-than #5000,Stable,Parent/relatives.,No,Many,No,Yes,21,Boyfriend/Girlfriend,One,22-26,Late,No
Male,18,Christianity,Frequently attends (more than twice in a month),Off-campus,Alone.,Privacy,Single,No,Greater-than #5000,Stable,Parent/relatives.,No,None,Yes,No,,,,17-21,,No
Female,21,Christianity,Occasionally attends (less than or equal to twice in month),Campus,Friends/Roommates,Love,Single,No,Less-than #5000,Stable,Parent/relatives.,No,Few,No,Yes,20,Boyfriend/Girlfriend,One,22-26,Late,No
Female,21,Islamic,Frequently attends (more than twice in a month),Off-campus,Friends/Roommates,Hostel,Single,No,Greater-than #5000,Stable,Parent/relatives.,No,None,No,Yes,20,Boyfriend/Girlfriend,One,22-26,Late,No
Female,23,Christianity,Frequently attends (more than twice in a month),Off-campus,Friends/Roommates,Parenthood,Single,No,Greater-than #5000,Stable,Parent/relatives.,No,Many,No,Yes,21,Boyfriend/Girlfriend,One,22-26,Late,No
Female,20,Islamic,Occasionally attends (less than or equal to twice in month),Off-campus,Alone.,Privacy,Single,No,Greater-than #5000,Stable,Parent/relatives.,No,None,No,Yes,17,Boyfriend/Girlfriend,One,22-26,Early,No
Male,21,Islamic,Frequently attends (more than twice in a month),Campus,Friends/Roommates,School,Single,No,Less-than #5000,Unstable,Labor,No,Few,Yes,No,,,,22-26,,No
Male,23,Islamic,Frequently attends (more than twice in a month),Off-campus,Alone.,To avoid roommates trouble,Single,No,Less-than #5000,Stable,Parent/relatives.,No,None,No,Yes,20,Boyfriend/Girlfriend,More than,22-26,Late,Yes
Male,26,Islamic,Frequently attends (more than twice in a month),Off-campus,Alone.,Privacy,Single,No,Greater-than #5000,Unstable,Labor,No,Many,Yes,No,,,,27and above,,No
Female,23,Christianity,Frequently attends (more than twice in a month),Campus,Friends/Roommates,Hostel,Single,No,Greater-than #5000,Stable,Parent/relatives.,No,Many,Yes,No,,,,22-26,,No
Female,23,Christianity,Frequently attends (more than twice in a month),Campus,Friends/Roommates,Hostel,Single,No,Greater-than #5000,Stable,Parent/relatives.,No,Many,Yes,No,,,,22-26,,No
Female,22,Islamic,Frequently attends (more than twice in a month),Campus,Friends/Roommates,School hostel,Single,No,Greater-than #5000,Unstable,Parent/relatives.,No,None,Yes,No,,,,22-26,,No
Male,20,Christianity,Occasionally attends (less than or equal to twice in month),Campus,Friends/Roommates,Hostel,Single,Yes,Less-than #5000,Unstable,Labor,Yes,Few,No,No,,,,22-26,,No
Female,24,Islamic,Frequently attends (more than twice in a month),Off-campus,Alone.,Privacy,Single,No,Greater-than #5000,Unstable,Parent/relatives.,No,None,No,No,,,,22-26,,No
Female,23,Christianity,Occasionally attends (less than or equal to twice in month),Off-campus,Friends/Roommates,Friendship,Single,No,Greater-than #5000,Stable,Parent/relatives.,Yes,Few,No,No,,,,22-26,,No
Male,25,Christianity,Occasionally attends (less than or equal to twice in month),Off-campus,Alone.,Nothing,Single,Yes,Greater-than #5000,Unstable,Labor,Yes,Many,No,Yes,17,Boyfriend/Girlfriend,More than,27and above,Early,Yes
Male,26,Christianity,Occasionally attends (less than or equal to twice in month),Off-campus,Alone.,Privacy,Single,No,Greater-than #5000,Stable,Labor,Yes,Many,No,Yes,16,Boyfriend/Girlfriend,More than,27and above,Early,Yes
Female,23,Islamic,Frequently attends (more than twice in a month),Campus,Friends/Roommates,Hostel,Single,Yes,Less-than #5000,Stable,Parent/relatives.,Yes,Many,Yes,Yes,15,Boyfriend/Girlfriend,More than,22-26,Early,Yes
Male,26,Christianity,Occasionally attends (less than or equal to twice in month),Off-campus,Alone.,Privacy,Single,No,Greater-than #5000,Stable,Labor,Yes,Many,No,Yes,16,Boyfriend/Girlfriend,More than,27and above,Early,Yes
Female,20,Christianity,Frequently attends (more than twice in a month),Off-campus,Parent/relatives.,Parenthood,Single,Yes,Less-than #5000,Unstable,Parent/relatives.,No,Few,No,Yes,20,Boyfriend/Girlfriend,One,22-26,Late,No
Male,29,Islamic,Occasionally attends (less than or equal to twice in month),Off-campus,Spouse,Married,Married,No,Greater-than #5000,Stable,Labor,No,Few,Yes,Yes,25,Spouse,One,27and above,Late,No
Female,28,Islamic,Frequently attends (more than twice in a month),Off-campus,Spouse,Marriage,Married,No,Greater-than #5000,Unstable,Labor,No,Many,No,Yes,26,Spouse,One,27and above,Late,No
Male,27,Islamic,Frequently attends (more than twice in a month),Off-campus,Friends/Roommates,Accommodation,Single,No,Greater-than #5000,Stable,Labor,No,Many,No,Yes,20,Boyfriend/Girlfriend,One,27and above,Late,No
Male,21,Christianity,Frequently attends (more than twice in a month),Off-campus,Friends/Roommates,Friend,Single,No,Greater-than #5000,Stable,Labor,No,Few,Yes,Yes,19,Boyfriend/Girlfriend,More than,22-26,Early,Yes
Female,23,Christianity,Occasionally attends (less than or equal to twice in month),Off-campus,Parent/relatives.,Family,Single,No,Greater-than #5000,Stable,Parent/relatives.,Yes,Many,No,Yes,15,Boyfriend/Girlfriend,More than,22-26,Early,Yes
Female,25,Christianity,Frequently attends (more than twice in a month),Off-campus,Cohabiting,Lovers,Single,Yes,Less-than #5000,Stable,Parent/relatives.,No,None,Yes,Yes,20,Boyfriend/Girlfriend,One,27and above,Late,No
Male,24,Christianity,Frequently attends (more than twice in a month),Off-campus,Alone.,For privacy,Single,No,Greater-than #5000,Unstable,Parent/relatives.,No,Few,Yes,Yes,7,Other,More than,22-26,Early,Yes
Female,25,Islamic,Frequently attends (more than twice in a month),Off-campus,Friends/Roommates,"I don't like to stay alone, and my parents are not in this Town",Single,No,Less-than #5000,Unstable,Parent/relatives.,No,Few,Yes,No,,,,27and above,,No
Male,24,Christianity,Frequently attends (more than twice in a month),Off-campus,Friends/Roommates,We are friends,Single,Yes,Greater-than #5000,Unstable,Parent/relatives.,No,Few,No,No,,,,22-26,,No
Female,22,Christianity,Occasionally attends (less than or equal to twice in month),Off-campus,Friends/Roommates,The structure of the hostel ( maintenance),Single,No,Greater-than #5000,Stable,Parent/relatives.,No,Few,Yes,No,,,,22-26,,No
Male,20,Christianity,Frequently attends (more than twice in a month),Campus,Parent/relatives.,They are my parents.,Single,No,Less-than #5000,Unstable,Parent/relatives.,No,Few,Yes,No,,,,22-26,,No
Male,25,Christianity,Frequently attends (more than twice in a month),Off-campus,Friends/Roommates,We are friends,Single,Yes,Greater-than #5000,Stable,Parent/relatives.,No,None,Yes,Yes,18,Spouse,More than,27and above,Early,Yes
Male,30,Islamic,Occasionally attends (less than or equal to twice in month),Campus,Parent/relatives.,Brother,Single,No,Less-than #5000,Unstable,Parent/relatives.,No,None,Yes,No,,,,27and above,,No
Female,24,Christianity,Frequently attends (more than twice in a month),Off-campus,Friends/Roommates,She needs help,Single,Yes,Greater-than #5000,Stable,Parent/relatives.,No,Few,Yes,Yes,19,Boyfriend/Girlfriend,One,22-26,Early,No
